"idfriends";"user";"friend"
702441;6131;7901
702451;6131;7991
702461;6131;7111
702471;6131;5811
702481;6131;7271
702491;6131;7691
702501;6141;7901
702511;6141;6061
702521;6141;7811
702531;6141;6671
702541;6141;5911
702551;6141;5461
702561;6141;5821
702571;6141;5741
702581;6141;5431
702591;6141;7361
702601;6141;7191
702611;6141;6801
702621;6141;7531
702631;6141;7441
702641;6141;5701
702651;6141;5851
702661;6141;6591
702671;6141;7381
702681;6141;6221
702691;6141;6871
702701;6141;5531
702711;6141;7341
702721;6141;7141
702731;6141;6091
702741;6141;5961
702751;6141;5641
702761;6141;5661
702771;6141;5861
702781;6141;6941
702791;6141;7991
702801;6141;7551
702811;6141;6371
702821;6141;8011
702831;6141;8001
702841;6141;5491
702851;6141;7521
702861;6141;6491
702871;6141;7051
702881;6141;7621
702891;6141;6161
702901;6141;5871
702911;6141;7921
702921;6141;6991
702931;6141;7371
702941;6141;6561
702951;6141;7861
702961;6141;6531
702971;6141;6301
702981;6141;5771
702991;6141;5631
703001;6141;7091
703011;6141;6951
703021;6141;7731
703031;6141;6681
703041;6141;6361
703051;6141;7591
703061;6141;7701
703071;6141;5521
703081;6141;5421
703091;6141;7131
703101;6141;7311
703111;6141;6201
703121;6141;7071
703131;6141;5811
703141;6141;5541
703151;6141;7151
703161;6141;7941
703171;6141;5691
703181;6141;5841
703191;6141;8021
703201;6141;6741
703211;6141;6121
703221;6141;7831
703231;6141;6311
703241;6141;7161
703251;6141;6831
703261;6141;7581
703271;6141;7931
703281;6141;7751
703291;6141;7681
703301;6141;7411
703311;6141;7761
703321;6141;6511
703331;6141;8091
703341;6141;5481
703351;6141;6401
703361;6141;6841
703371;6141;5921
703381;6141;6111
703391;6141;6621
703401;6141;7211
703411;6141;7021
703421;6141;7241
703431;6141;6731
703441;6141;7871
703451;6141;7451
703461;6141;6451
703471;6141;6501
703481;6141;5941
703491;6141;6171
703501;6141;6181
703511;6141;5781
703521;6141;7601
703531;6141;6581
703541;6141;5951
703551;6141;7061
703561;6141;6821
703571;6141;5751
703581;6141;6331
703591;6141;6891
703601;6141;5511
703611;6141;6881
703621;6141;5901
703631;6141;5971
703641;6141;7031
703651;6141;7181
703661;6141;6231
703671;6141;6641
703681;6141;6191
703691;6141;6711
703701;6141;6761
703711;6141;6381
703721;6141;7121
703731;6141;6851
703741;6141;6901
703751;6141;7201
703761;6141;5981
703771;6141;5551
703781;6141;8101
703791;6141;6351
703801;6141;6911
703811;6141;7691
703821;6141;6691
703831;6141;5611
703841;6141;6281
703851;6141;5721
703861;6141;6251
703871;6141;7781
703881;6141;7281
703891;6151;7961
703901;6151;7091
703911;6151;6081
703921;6151;7911
703931;6151;6281
703941;6151;7041
703951;6151;7991
703961;6151;6501
703971;6151;5921
703981;6151;7301
703991;6151;7781
704001;6151;7791
704011;6151;6171
704021;6151;6071
704031;6151;7621
704041;6151;6781
704051;6151;5741
704061;6151;7821
704071;6151;8031
704081;6151;5951
704091;6151;6611
704101;6151;8071
704111;6151;6241
704121;6151;6271
704131;6151;7541
704141;6151;5861
704151;6151;6561
704161;6151;5511
704171;6151;5691
704181;6151;8111
704191;6151;7721
704201;6151;7231
704211;6151;6031
704221;6151;7531
704231;6151;7851
704241;6151;6961
704251;6151;7391
704261;6151;7971
704271;6151;7801
704281;6151;7061
704291;6151;6901
704301;6151;7351
704311;6151;7661
704321;6151;6811
704331;6151;6521
704341;6151;6831
704351;6151;6721
704361;6151;6121
704371;6151;6551
704381;6151;7441
704391;6151;7341
704401;6151;8041
704411;6151;6361
704421;6151;7101
704431;6151;7321
704441;6151;7631
704451;6151;5531
704461;6151;6471
704471;6151;6881
704481;6151;5571
704491;6151;6431
704501;6151;6191
704511;6151;7381
704521;6151;7121
704531;6151;7141
704541;6151;6701
704551;6151;6641
704561;6151;5781
704571;6151;6151
704581;6151;7031
704591;6151;5961
704601;6151;8051
704611;6151;6801
704621;6151;6091
704631;6151;7571
704641;6151;7831
704651;6151;5821
704661;6151;7731
704671;6151;5851
704681;6151;7601
704691;6151;7841
704701;6151;7271
704711;6151;7451
704721;6151;5731
704731;6151;6001
704741;6151;5931
704751;6151;6751
704761;6151;6481
704771;6151;6761
704781;6151;6851
704791;6151;6861
704801;6151;6351
704811;6151;7711
704821;6151;7881
704831;6151;6141
704841;6151;6401
704851;6151;6991
704861;6151;7401
704871;6151;7941
704881;6151;6381
704891;6151;6691
704901;6151;5431
704911;6151;7811
704921;6151;7511
704931;6151;6841
704941;6151;7291
704951;6151;6541
704961;6151;5831
704971;6151;6181
704981;6151;6581
704991;6151;6411
705001;6151;6891
705011;6151;5971
705021;6151;6101
705031;6151;7221
705041;6151;6591
705051;6151;7371
705061;6151;6511
705071;6151;5791
705081;6151;8021
705091;6151;7021
705101;6151;8001
705111;6151;7201
705121;6151;7581
705131;6151;6261
705141;6151;6971
705151;6151;7981
705161;6151;7461
705171;6151;5681
705181;6151;5661
705191;6161;7271
705201;6161;5721
705211;6161;6641
705221;6161;7941
705231;6161;6841
705241;6161;7691
705251;6161;6931
705261;6161;6781
705271;6161;6861
705281;6161;6801
705291;6161;6321
705301;6161;7241
705311;6161;7611
705321;6161;6191
705331;6161;6311
705341;6161;6891
705351;6161;6221
705361;6161;6241
705371;6161;5791
705381;6161;5541
705391;6161;6621
705401;6161;7291
705411;6161;5441
705421;6161;5421
705431;6161;5851
705441;6161;5951
705451;6161;6711
705461;6161;5621
705471;6161;7321
705481;6161;7481
705491;6161;7411
705501;6161;5581
705511;6161;5981
705521;6161;7111
705531;6161;7581
705541;6161;6461
705551;6161;7561
705561;6161;6691
705571;6161;8021
705581;6161;5651
705591;6161;6161
705601;6161;6811
705611;6161;6571
705621;6161;6171
705631;6161;5601
705641;6161;6531
705651;6161;5881
705661;6161;5641
705671;6161;6821
705681;6161;5571
705691;6161;7461
705701;6161;6541
705711;6161;6041
705721;6161;7811
705731;6161;7591
705741;6161;6911
705751;6161;7381
705761;6161;7041
705771;6161;6111
705781;6161;7501
705791;6161;6201
705801;6161;7231
705811;6161;7621
705821;6161;5521
705831;6161;7171
705841;6161;7891
705851;6161;5531
705861;6161;6091
705871;6161;7391
705881;6161;7401
705891;6161;5801
705901;6161;7521
705911;6161;5731
705921;6161;6671
705931;6161;5931
705941;6161;6831
705951;6161;6271
705961;6161;5461
705971;6161;6521
705981;6161;6741
705991;6161;5671
706001;6161;7211
706011;6161;5661
706021;6161;8061
706031;6161;7761
706041;6161;6431
706051;6161;7011
706061;6161;8111
706071;6161;7491
706081;6161;7421
706091;6161;6551
706101;6161;7301
706111;6161;5911
706121;6161;7441
706131;6161;5971
706141;6161;7121
706151;6161;7261
706161;6161;6061
706171;6161;7951
706181;6161;5711
706191;6161;6441
706201;6161;6351
706211;6161;7931
706221;6161;5871
706231;6161;5861
706241;6161;5511
706251;6161;5831
706261;6161;7771
706271;6161;7541
706281;6161;5901
706291;6161;5841
706301;6161;6251
706311;6161;7791
706321;6161;7081
706331;6161;6631
706341;6161;7601
706351;6161;7311
706361;6161;8031
706371;6161;7131
706381;6171;5461
706391;6171;7681
706401;6171;6311
706411;6171;7961
706421;6171;7551
706431;6171;6301
706441;6171;6811
706451;6171;7411
706461;6171;7941
706471;6171;6771
706481;6171;8081
706491;6171;7731
706501;6171;5871
706511;6171;7711
706521;6171;7791
706531;6171;6431
706541;6171;6321
706551;6171;6861
706561;6171;7901
706571;6171;8071
706581;6171;7121
706591;6171;6641
706601;6171;5841
706611;6171;7801
706621;6171;7281
706631;6171;7511
706641;6171;7661
706651;6171;7881
706661;6171;7461
706671;6171;7291
706681;6171;5741
706691;6171;6501
706701;6171;7671
706711;6171;7581
706721;6171;7571
706731;6171;6211
706741;6171;6631
706751;6171;6231
706761;6171;8041
706771;6171;7271
706781;6171;6401
706791;6171;5641
706801;6171;7191
706811;6171;7751
706821;6171;5631
706831;6171;7771
706841;6171;5931
706851;6171;5701
706861;6171;5591
706871;6171;6681
706881;6171;7601
706891;6171;7051
706901;6171;6781
706911;6171;5471
706921;6171;7831
706931;6171;5821
706941;6171;7521
706951;6171;6011
706961;6171;6381
706971;6171;6411
706981;6171;5651
706991;6171;6141
707001;6171;6941
707011;6171;7131
707021;6171;5501
707031;6171;6441
707041;6171;8001
707051;6171;7631
707061;6171;8011
707071;6171;7921
707081;6171;5851
707091;6171;5681
707101;6171;5611
707111;6171;6121
707121;6171;7331
707131;6171;7481
707141;6171;7101
707151;6171;7871
707161;6171;8061
707171;6171;6241
707181;6171;6461
707191;6171;7151
707201;6171;6271
707211;6171;6001
707221;6171;7701
707231;6171;6931
707241;6171;7861
707251;6171;7211
707261;6171;6901
707271;6171;6131
707281;6171;7221
707291;6171;7201
707301;6171;7971
707311;6171;6891
707321;6171;7071
707331;6171;6981
707341;6171;6601
707351;6171;6751
707361;6171;7391
707371;6171;7821
707381;6171;6471
707391;6171;7911
707401;6171;6691
707411;6171;6731
707421;6171;6351
707431;6171;6871
707441;6171;7991
707451;6171;5551
707461;6171;8091
707471;6171;6041
707481;6171;7491
707491;6171;6391
707501;6171;6581
707511;6171;7171
707521;6171;5721
707531;6171;7161
707541;6171;7531
707551;6171;6181
707561;6171;6851
707571;6171;6541
707581;6171;7371
707591;6171;5951
707601;6171;7381
707611;6171;6111
707621;6171;6261
707631;6171;6841
707641;6171;8111
707651;6171;6711
707661;6171;7251
707671;6171;7561
707681;6181;5651
707691;6181;6761
707701;6181;7661
707711;6181;6731
707721;6181;7191
707731;6181;7521
707741;6181;7691
707751;6181;6801
707761;6181;7881
707771;6181;8031
707781;6181;5671
707791;6181;6401
707801;6181;7061
707811;6181;6441
707821;6181;7311
707831;6181;7491
707841;6181;7891
707851;6181;7221
707861;6181;7441
707871;6181;6611
707881;6181;5691
707891;6181;6211
707901;6181;7091
707911;6181;6821
707921;6181;7251
707931;6181;7991
707941;6181;6641
707951;6181;5621
707961;6181;6031
707971;6181;5611
707981;6181;5461
707991;6181;5431
708001;6181;5601
708011;6181;6851
708021;6181;6991
708031;6181;7901
708041;6181;5571
708051;6181;6941
708061;6181;6101
708071;6181;6331
708081;6181;6881
708091;6181;5521
708101;6181;7931
708111;6181;7121
708121;6181;7671
708131;6181;7171
708141;6181;6531
708151;6181;7831
708161;6181;6621
708171;6181;7031
708181;6181;6131
708191;6181;7021
708201;6181;6541
708211;6181;7591
708221;6181;7471
708231;6181;7741
708241;6181;5941
708251;6181;5681
708261;6181;6751
708271;6181;6261
708281;6181;6111
708291;6181;7841
708301;6181;7651
708311;6181;7081
708321;6181;7041
708331;6181;5791
708341;6181;7971
708351;6181;7501
708361;6181;5751
708371;6181;7911
708381;6181;6251
708391;6181;6481
708401;6181;6281
708411;6181;5891
708421;6181;5491
708431;6181;7231
708441;6181;6311
708451;6181;6391
708461;6181;6781
708471;6181;7181
708481;6181;6691
708491;6181;5441
708501;6181;7331
708511;6181;6701
708521;6181;5781
708531;6181;5721
708541;6181;6721
708551;6181;6191
708561;6181;6361
708571;6181;6081
708581;6181;5421
708591;6181;6421
708601;6181;6661
708611;6181;7791
708621;6181;7201
708631;6181;6171
708641;6181;6811
708651;6181;6271
708661;6181;5951
708671;6181;7921
708681;6181;7771
708691;6181;5471
708701;6181;7761
708711;6181;5701
708721;6181;6451
708731;6181;6371
708741;6181;8071
708751;6181;5591
708761;6181;5841
708771;6181;7411
708781;6181;6711
708791;6181;5511
708801;6181;8101
708811;6181;5561
708821;6181;6021
708831;6181;7371
708841;6181;5531
708851;6181;7321
708861;6181;5731
708871;6181;5631
708881;6181;7421
708891;6181;7401
708901;6181;5901
708911;6181;6651
708921;6181;6301
708931;6181;5981
708941;6181;7701
708951;6191;7631
708961;6191;7881
708971;6191;7931
708981;6191;6521
708991;6191;7091
709001;6191;5691
709011;6191;7511
709021;6191;7211
709031;6191;5781
709041;6191;6391
709051;6191;5941
709061;6191;6761
709071;6191;6871
709081;6191;8061
709091;6191;5721
709101;6191;7071
709111;6191;7671
709121;6191;6691
709131;6191;8001
709141;6191;6071
709151;6191;6961
709161;6191;8101
709171;6191;7701
709181;6191;6911
709191;6191;7611
709201;6191;5981
709211;6191;6181
709221;6191;7971
709231;6191;6341
709241;6191;5831
709251;6191;6821
709261;6191;6731
709271;6191;7861
709281;6191;7201
709291;6191;6981
709301;6191;6041
709311;6191;7831
709321;6191;5711
709331;6191;6091
709341;6191;6681
709351;6191;5841
709361;6191;6101
709371;6191;6931
709381;6191;6261
709391;6191;5801
709401;6191;7491
709411;6191;7731
709421;6191;6631
709431;6191;6991
709441;6191;7581
709451;6191;8021
709461;6191;7321
709471;6191;6621
709481;6191;5551
709491;6191;7291
709501;6191;7761
709511;6191;6361
709521;6191;5701
709531;6191;6161
709541;6191;7871
709551;6191;7901
709561;6191;8011
709571;6191;6941
709581;6191;7171
709591;6191;5501
709601;6191;7621
709611;6191;6081
709621;6191;5651
709631;6191;7161
709641;6191;5631
709651;6191;7801
709661;6191;5911
709671;6191;5451
709681;6191;7351
709691;6191;7641
709701;6191;7561
709711;6191;6011
709721;6191;5741
709731;6191;7481
709741;6191;5581
709751;6191;5671
709761;6191;5771
709771;6191;7781
709781;6191;6701
709791;6191;7741
709801;6191;7521
709811;6191;5491
709821;6191;5731
709831;6191;5961
709841;6191;5441
709851;6191;6281
709861;6191;7221
709871;6191;5791
709881;6191;7111
709891;6191;7551
709901;6191;5521
709911;6191;7011
709921;6191;7821
709931;6191;7031
709941;6191;6921
709951;6191;6591
709961;6191;7371
709971;6191;6421
709981;6191;6031
709991;6191;7131
710001;6191;5611
710011;6191;6111
710021;6191;5991
710031;6191;7921
710041;6191;6141
710051;6191;6741
710061;6191;6461
710071;6191;7361
710081;6191;5761
710091;6191;5641
710101;6191;6971
710111;6191;6211
710121;6191;7061
710131;6201;7811
710141;6201;6571
710151;6201;6871
710161;6201;5551
710171;6201;6921
710181;6201;5801
710191;6201;7781
710201;6201;7201
710211;6201;8081
710221;6201;5901
710231;6201;7491
710241;6211;5961
710251;6221;5571
710261;6221;5841
710271;6221;6911
710281;6221;6601
710291;6221;6511
710301;6221;6981
710311;6221;6571
710321;6221;7001
710331;6221;7961
710341;6221;6881
710351;6221;5911
710361;6221;7511
710371;6221;8101
710381;6221;7731
710391;6221;6171
710401;6221;5961
710411;6221;8001
710421;6221;5471
710431;6221;5701
710441;6221;6791
710451;6221;7391
710461;6221;5691
710471;6221;8041
710481;6221;6851
710491;6221;7711
710501;6221;7421
710511;6221;7691
710521;6221;6581
710531;6221;6321
710541;6221;6221
710551;6221;5441
710561;6221;7821
710571;6221;7021
710581;6221;5521
710591;6221;6551
710601;6221;6451
710611;6221;6801
710621;6221;7401
710631;6221;6011
710641;6221;6531
710651;6221;7341
710661;6221;7191
710671;6221;8081
710681;6221;6361
710691;6221;5791
710701;6221;8021
710711;6221;5771
710721;6221;5931
710731;6221;6091
710741;6221;7991
710751;6221;6731
710761;6221;5901
710771;6221;7031
710781;6221;7331
710791;6221;7361
710801;6221;6291
710811;6221;7811
710821;6221;5601
710831;6221;5991
710841;6221;7911
710851;6221;5781
710861;6221;5421
710871;6221;6441
710881;6221;5761
710891;6221;7881
710901;6221;6231
710911;6221;7241
710921;6221;6071
710931;6221;5461
710941;6221;6621
710951;6221;6841
710961;6221;7301
710971;6221;6311
710981;6221;7271
710991;6221;5611
711001;6221;5871
711011;6221;5661
711021;6221;7871
711031;6221;7941
711041;6221;6281
711051;6221;5511
711061;6221;7411
711071;6221;7831
711081;6221;6411
711091;6221;6921
711101;6221;5971
711111;6221;7451
711121;6221;7111
711131;6221;7951
711141;6221;6891
711151;6221;7261
711161;6221;7381
711171;6221;7861
711181;6221;6081
711191;6221;6611
711201;6221;5731
711211;6221;7521
711221;6221;6771
711231;6221;6431
711241;6221;6341
711251;6221;7441
711261;6221;5621
711271;6221;7051
711281;6221;7321
711291;6221;7841
711301;6221;6121
711311;6221;6471
711321;6221;5651
711331;6221;5531
711341;6221;7161
711351;6221;8061
711361;6221;7291
711371;6221;5631
711381;6221;7371
711391;6221;7141
711401;6221;6001
711411;6221;7121
711421;6221;8111
711431;6221;7181
711441;6221;7601
711451;6221;7061
711461;6221;5721
711471;6221;6331
711481;6221;7721
711491;6221;5591
711501;6221;6351
711511;6221;6101
711521;6221;5501
711531;6221;6131
711541;6221;7621
711551;6221;7801
711561;6221;6821
711571;6221;6871
711581;6221;7641
711591;6221;6271
711601;6221;6421
711611;6221;7281
711621;6221;7671
711631;6221;7551
711641;6221;5431
711651;6221;6041
711661;6221;6251
711671;6221;8071
711681;6221;6211
711691;6241;5581
711701;6241;6281
711711;6241;6191
711721;6241;6501
711731;6241;5731
711741;6241;6391
711751;6241;5591
711761;6241;7491
711771;6241;6621
711781;6241;8061
711791;6241;8071
711801;6241;5601
711811;6241;7931
711821;6241;6031
711831;6241;7971
711841;6241;5831
711851;6241;7391
711861;6241;7861
711871;6241;7371
711881;6241;5951
711891;6241;6761
711901;6241;7411
711911;6241;7151
711921;6241;7481
711931;6241;7041
711941;6241;5801
711951;6241;6201
711961;6241;7221
711971;6241;6161
711981;6241;5671
711991;6241;6221
712001;6241;5511
712011;6241;7361
712021;6241;8051
712031;6241;5971
712041;6241;6851
712051;6241;6421
712061;6241;6431
712071;6241;7001
712081;6241;6821
712091;6241;7741
712101;6241;7841
712111;6241;5501
712121;6241;7961
712131;6241;7631
712141;6241;6991
712151;6241;8101
712161;6241;7881
712171;6241;7081
712181;6241;5491
712191;6241;6321
712201;6241;6091
712211;6241;5441
712221;6241;7901
712231;6241;6461
712241;6241;6121
712251;6241;6441
712261;6241;7671
712271;6241;7161
712281;6241;7781
712291;6241;6511
712301;6241;7981
712311;6241;6041
712321;6241;6181
712331;6241;7651
712341;6241;5551
712351;6241;6301
712361;6241;5561
712371;6241;5861
712381;6241;5641
712391;6241;7031
712401;6241;6771
712411;6241;6871
712421;6241;6671
712431;6241;7751
712441;6241;6141
712451;6241;6641
712461;6241;7681
712471;6241;5961
712481;6241;7441
712491;6241;5421
712501;6241;6631
712511;6251;6491
712521;6251;7861
712531;6251;6391
712541;6251;6711
712551;6251;6421
712561;6251;7531
712571;6251;7081
712581;6251;7751
712591;6251;6521
712601;6251;5991
712611;6251;6241
712621;6251;6761
712631;6251;7181
712641;6251;5531
712651;6251;7801
712661;6251;5871
712671;6251;6121
712681;6251;7951
712691;6251;5971
712701;6251;7611
712711;6251;7151
712721;6251;7171
712731;6251;8041
712741;6251;6741
712751;6251;6811
712761;6251;5461
712771;6251;6021
712781;6251;5591
712791;6251;6041
712801;6251;7561
712811;6251;5491
712821;6251;7101
712831;6251;7851
712841;6251;7271
712851;6251;6721
712861;6251;5621
712871;6251;7321
712881;6251;7641
712891;6251;7981
712901;6251;6921
712911;6251;7401
712921;6251;7021
712931;6251;7421
712941;6251;5811
712951;6251;8111
712961;6251;5901
712971;6251;5471
712981;6251;8091
712991;6251;5931
713001;6251;8101
713011;6251;7631
713021;6251;6851
713031;6251;7771
713041;6251;6101
713051;6251;6791
713061;6251;7841
713071;6251;6901
713081;6251;7721
713091;6251;6991
713101;6251;7411
713111;6251;6671
713121;6251;7481
713131;6251;5521
713141;6251;5651
713151;6251;7551
713161;6251;5921
713171;6251;6401
713181;6251;6601
713191;6251;7921
713201;6251;5841
713211;6251;5541
713221;6251;5801
713231;6251;7891
713241;6251;7811
713251;6251;7431
713261;6251;6341
713271;6251;6621
713281;6251;5501
713291;6251;6181
713301;6251;7701
713311;6251;7901
713321;6251;6311
713331;6251;6441
713341;6251;5751
713351;6251;5511
713361;6251;6431
713371;6251;7441
713381;6251;5791
713391;6251;5911
713401;6251;7741
713411;6251;5691
713421;6251;7231
713431;6251;5551
713441;6251;7991
713451;6251;7761
713461;6251;6201
713471;6251;5741
713481;6251;6971
713491;6251;8071
713501;6251;6551
713511;6251;7251
713521;6251;6531
713531;6251;5601
713541;6251;7261
713551;6251;7331
713561;6251;5441
713571;6251;7141
713581;6251;7061
713591;6251;5861
713601;6251;8031
713611;6251;7601
713621;6251;5581
713631;6251;8081
713641;6251;7931
713651;6251;7391
713661;6251;7651
713671;6251;6631
713681;6251;7911
713691;6251;7661
713701;6261;6711
713711;6261;5591
713721;6261;8071
713731;6261;7341
713741;6261;5471
713751;6261;7461
713761;6261;5971
713771;6261;7701
713781;6261;7081
713791;6261;7361
713801;6261;7851
713811;6261;6081
713821;6261;7871
713831;6261;6251
713841;6261;8031
713851;6261;6371
713861;6261;8111
713871;6261;7441
713881;6261;7811
713891;6261;7921
713901;6261;7251
713911;6261;5841
713921;6261;5621
713931;6261;5631
713941;6261;6751
713951;6261;8101
713961;6261;6501
713971;6261;6821
713981;6261;6961
713991;6261;5501
714001;6261;6491
714011;6261;7771
714021;6261;6511
714031;6261;6951
714041;6261;6801
714051;6261;5771
714061;6261;7241
714071;6261;6701
714081;6261;6131
714091;6261;5981
714101;6261;7061
714111;6261;6331
714121;6261;6581
714131;6261;7051
714141;6261;6201
714151;6261;7321
714161;6261;7351
714171;6261;6121
714181;6261;7481
714191;6261;8081
714201;6261;5741
714211;6261;7561
714221;6261;6101
714231;6261;6551
714241;6261;6861
714251;6261;7601
714261;6261;7961
714271;6261;7881
714281;6261;5451
714291;6261;6181
714301;6261;7291
714311;6261;6991
714321;6261;6291
714331;6261;5701
714341;6261;6941
714351;6261;6041
714361;6261;5571
714371;6261;5801
714381;6261;7711
714391;6261;5731
714401;6261;7471
714411;6261;6321
714421;6261;6911
714431;6261;7141
714441;6261;7091
714451;6261;7201
714461;6261;8021
714471;6261;6171
714481;6261;6011
714491;6261;5671
714501;6261;5651
714511;6261;6301
714521;6261;7821
714531;6261;7021
714541;6261;7611
714551;6261;7841
714561;6261;6761
714571;6261;5821
714581;6261;7661
714591;6261;6651
714601;6261;7591
714611;6261;7631
714621;6261;5491
714631;6261;5901
714641;6261;6031
714651;6261;6921
714661;6261;6571
714671;6261;5691
714681;6261;6981
714691;6261;5431
714701;6261;6341
714711;6261;7781
714721;6261;6211
714731;6261;7331
714741;6261;6391
714751;6261;6561
714761;6261;6931
714771;6261;7641
714781;6261;7311
714791;6261;6281
714801;6261;6521
714811;6261;6431
714821;6261;6401
714831;6261;7401
714841;6261;7941
714851;6271;6281
714861;6271;6911
714871;6271;6241
714881;6271;6091
714891;6271;6731
714901;6271;6671
714911;6271;7531
714921;6271;7221
714931;6271;7291
714941;6271;6631
714951;6271;7721
714961;6271;5731
714971;6271;7681
714981;6271;6511
714991;6271;7091
715001;6271;8051
715011;6271;7751
715021;6271;5501
715031;6271;6691
715041;6271;6021
715051;6271;7821
715061;6271;6941
715071;6271;7581
715081;6271;7791
715091;6271;7341
715101;6271;6641
715111;6271;7451
715121;6271;7711
715131;6271;6191
715141;6271;7921
715151;6271;7441
715161;6271;6111
715171;6271;5651
715181;6271;6901
715191;6271;5901
715201;6271;7931
715211;6271;5461
715221;6271;7001
715231;6271;7211
715241;6271;7991
715251;6271;6661
715261;6271;6041
715271;6271;7161
715281;6271;6871
715291;6271;7391
715301;6271;7951
715311;6281;7551
715321;6281;6081
715331;6281;5521
715341;6281;7911
715351;6281;7301
715361;6281;5941
715371;6281;7461
715381;6281;5481
715391;6281;5571
715401;6281;7571
715411;6281;7681
715421;6281;7331
715431;6281;7241
715441;6281;6301
715451;6281;7701
715461;6281;7341
715471;6281;7171
715481;6281;7631
715491;6281;5501
715501;6281;7491
715511;6281;5991
715521;6281;7901
715531;6281;5681
715541;6281;5611
715551;6281;6211
715561;6281;5441
715571;6281;7601
715581;6281;7791
715591;6281;6651
715601;6281;6621
715611;6281;6751
715621;6281;6181
715631;6281;7801
715641;6281;7441
715651;6281;6151
715661;6281;6581
715671;6281;5641
715681;6281;6711
715691;6281;6321
715701;6281;7521
715711;6281;6401
715721;6281;5781
715731;6281;7101
715741;6281;6011
715751;6281;6141
715761;6281;7951
715771;6281;5711
715781;6281;5901
715791;6281;6671
715801;6281;6471
715811;6281;7051
715821;6281;6591
715831;6281;7541
715841;6281;7401
715851;6281;7191
715861;6281;5551
715871;6281;6251
715881;6281;6441
715891;6281;6121
715901;6281;7691
715911;6281;6921
715921;6281;5761
715931;6281;6411
715941;6281;5581
715951;6281;7071
715961;6281;7371
715971;6281;6901
715981;6281;5981
715991;6281;6871
716001;6281;5821
716011;6281;5651
716021;6281;6281
716031;6281;7211
716041;6281;7771
716051;6281;7561
716061;6281;7621
716071;6281;7871
716081;6281;7161
716091;6281;6241
716101;6281;6271
716111;6281;7761
716121;6281;6771
716131;6281;7181
716141;6281;7941
716151;6281;7121
716161;6281;6391
716171;6281;7281
716181;6281;6531
716191;6281;7741
716201;6281;8041
716211;6281;8021
716221;6281;8111
716231;6281;5541
716241;6281;6691
716251;6281;7931
716261;6281;5791
716271;6281;7611
716281;6281;6451
716291;6281;5891
716301;6281;6731
716311;6281;7881
716321;6281;7481
716331;6281;5871
716341;6281;5451
716351;6281;5831
716361;6281;5841
716371;6281;6071
716381;6281;6681
716391;6281;6891
716401;6281;5801
716411;6281;6781
716421;6281;6361
716431;6281;7251
716441;6281;5731
716451;6281;5491
716461;6281;6851
716471;6281;7981
716481;6281;6431
716491;6281;5911
716501;6281;6421
716511;6281;6631
716521;6281;7381
716531;6291;5581
716541;6291;7881
716551;6291;6341
716561;6291;6901
716571;6291;5951
716581;6291;5521
716591;6291;6381
716601;6291;7011
716611;6291;7131
716621;6291;7731
716631;6291;5831
716641;6291;5911
716651;6291;6081
716661;6291;6641
716671;6291;6291
716681;6291;7461
716691;6291;6531
716701;6291;7591
716711;6291;7041
716721;6291;6361
716731;6291;6991
716741;6291;5961
716751;6301;5951
716761;6301;5731
716771;6301;7781
716781;6301;6401
716791;6301;6631
716801;6301;5881
716811;6301;7261
716821;6301;5641
716831;6301;7081
716841;6301;5711
716851;6301;6711
716861;6301;7641
716871;6301;7621
716881;6301;5921
716891;6301;7231
716901;6301;5441
716911;6301;5891
716921;6301;6251
716931;6301;5841
716941;6301;6331
716951;6301;6301
716961;6301;6121
716971;6301;6411
716981;6301;7121
716991;6301;7361
717001;6301;7441
717011;6301;6551
717021;6301;5851
717031;6301;5871
717041;6301;5601
717051;6301;6561
717061;6301;5751
717071;6301;7391
717081;6301;5771
717091;6301;7021
717101;6301;5621
717111;6301;6591
717121;6301;7171
717131;6301;5591
717141;6301;6951
717151;6301;8051
717161;6301;6041
717171;6301;5581
717181;6301;5961
717191;6301;5431
717201;6301;6221
717211;6301;6911
717221;6301;7401
717231;6301;7981
717241;6301;7431
717251;6301;6171
717261;6301;8111
717271;6301;5741
717281;6301;5491
717291;6301;8081
717301;6301;7221
717311;6301;7791
717321;6301;7691
717331;6301;5811
717341;6301;7131
717351;6301;6621
717361;6301;7241
717371;6301;7951
717381;6301;6031
717391;6301;5661
717401;6301;6871
717411;6301;5511
717421;6301;7201
717431;6301;7151
717441;6301;6611
717451;6301;6201
717461;6301;7061
717471;6301;6971
717481;6301;6021
717491;6301;7611
717501;6301;5451
717511;6301;6721
717521;6301;5561
717531;6301;5781
717541;6301;6941
717551;6301;5931
717561;6301;7921
717571;6301;6371
717581;6301;7631
717591;6301;7091
717601;6301;7191
717611;6301;6281
717621;6301;6681
717631;6301;6271
717641;6301;6381
717651;6301;6241
717661;6301;6901
717671;6301;8021
717681;6301;7001
717691;6301;6511
717701;6301;7371
717711;6301;6471
717721;6301;7761
717731;6301;5551
717741;6301;6181
717751;6301;6421
717761;6301;8001
717771;6301;7551
717781;6311;8101
717791;6311;5541
717801;6311;5421
717811;6311;7831
717821;6311;5651
717831;6311;7161
717841;6311;6881
717851;6311;6831
717861;6311;7041
717871;6311;6921
717881;6311;5471
717891;6311;6291
717901;6311;8041
717911;6311;8081
717921;6311;5631
717931;6311;6211
717941;6311;7131
717951;6311;6241
717961;6311;7281
717971;6311;5911
